span_id,span_text,start_time,end_time,has_excessive_profanity,has_slur,has_targeted_insult,has_threat_or_violence,profanity_hits,slur_hits,insult_hits,threat_or_violence_hits,min_allowed_label,final_enforced_label,llm_label,llm_confidence,llm_rationale
198,look you like a damn shade bitch clean,194.734,199.751,False,False,False,False,['bitch'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains excessive profanity and a derogatory term ('shade bitch'), which is a form of hate speech."
199,a like damn shade bitch clean,195.335,199.751,True,False,False,False,['bitch'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of excessive profanity ('damn', 'shade', 'bitch') in the span_text, which is not justified by the context as educational, fictional, or artistic, justifies the label of HATE_SPEECH_GENERAL."
200,damn a shade bitch clean,195.635,199.751,True,False,False,False,['bitch'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of excessive profanity, specifically the phrase 'damn a shade bitch', is a clear indicator of hate speech. This phrase contains derogatory language targeting a person's identity or characteristics."
201,shade damn bitch clean my,195.716,199.912,True,False,False,False,['bitch'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of excessive profanity ('damn', 'bitch') in the span_text justifies the label."
202,bitch shade clean my car while i drink lemonade you fucking,196.116,203.365,False,False,False,False,['bitch'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of excessive profanity ('fucking') and a targeted insult ('bitch shade') justifies this classification.
203,i while drink lemonade you fucking,200.313,203.365,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of profanity ('fucking') in the span_text, despite not being excessive, contributes to a general tone of hate speech."
204,drink i lemonade you fucking,200.755,203.365,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of the profane word 'fucking' in the span_text indicates a high level of severity, warranting a label of HATE_SPEECH_GENERAL."
205,lemonade drink you fucking slave bobby 2,200.855,206.055,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of profanity ('fucking') and derogatory tone towards a person ('slave bobby 2'), which are indicative of hate speech."
206,you lemonade fucking slave bobby 2,201.257,206.055,False,False,False,False,[],[],[],[],NONE,HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HIGH,The span_text contains excessive profanity ('fucking') and a derogatory term ('slave') which indicates a high level of harm.
207,fucking you slave bobby 2,202.823,206.055,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of excessive profanity ('fucking') and derogatory terms ('slave') in the span_text justifies this classification.
208,slave fucking bobby 2 pistols man fuck all,203.024,207.722,False,False,False,False,['fuck'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of excessive profanity and derogatory language, including 'slave fucking', 'bobby', and 'fuck all', indicates a high level of harmful content."
209,2 bobby pistols man fuck all,205.614,207.722,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The span contains excessive profanity ('fuck') which aligns with the minimum allowed label 'HATE_SPEECH_GENERAL'.
210,pistols 2 man fuck all,205.915,207.722,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The span_text contains excessive profanity ('fuck') which aligns with the minimum_allowed_label of HATE_SPEECH_GENERAL.
211,man pistols fuck all those niggas man real nigger,206.115,209.348,False,True,False,False,['fuck'],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the slur 'nigger' and excessive profanity ('fuck') in the span_text justify the label of HATE_SPEECH_GENERAL.
212,those all niggas man real nigger,207.621,209.348,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of explicit racial slur 'nigger' in the span_text, exceeding minimum allowed label 'HATE_SPEECH_GENERAL'."
213,niggas those man real nigger,207.742,209.348,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of explicit racial slur 'nigger' in span_text.
214,man niggas real nigger anthem,207.922,209.689,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of the word 'nigger' is a clear indicator of hate speech, which aligns with the minimum allowed label."
215,real man nigger anthem,208.244,209.689,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of racial slur 'nigger' in the span_text.
216,nigger real anthem,208.826,209.689,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the slur 'nigger' is a clear indicator of hate speech.
217,anthem nigger you,209.107,231.24,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the slur 'nigger' explicitly indicates hate speech.
